Date,Daily PnL
2024-09-09,1357.8570556640625
2024-09-10,736.270751953125
2024-09-11,1551.7889404296875
2024-09-12,1214.7694396972656
2024-09-13,757.1559143066406
2024-09-16,-15.42633056640625
2024-09-17,-10.36834716796875
2024-09-18,-504.1975402832031
2024-09-19,2475.3204345703125
2024-09-20,-70.18829345703125
2024-09-23,319.7566223144531
2024-09-24,586.3833618164062
2024-09-25,-217.86788940429688
2024-09-26,683.9877319335938
2024-09-27,-394.8876953125
2024-09-30,309.7785949707031
2024-10-01,-1117.6936340332031
2024-10-02,69.45602416992188
2024-10-03,-228.92929077148438
2024-10-04,1119.0296936035156
2024-10-07,-1214.9702453613281
2024-10-08,1227.3112487792969
2024-10-09,779.2936706542969
2024-10-10,-110.22171020507812
2024-10-11,726.539306640625
2024-10-14,963.5186767578125
2024-10-15,-1071.3768005371094
2024-10-16,453.0488586425781
2024-10-17,60.06744384765625
2024-10-18,710.8357238769531
2024-10-21,-157.67257690429688
2024-10-22,122.2314453125
2024-10-23,-1527.115478515625
2024-10-24,613.3998107910156
